question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Kenapa penting memasang deadline konkret?;"Deadline mengaktifkan sense of urgency tanpa panik. Hukum Parkinson mengatakan pekerjaan mengembang sesuai waktu tersedia; tenggat mencegah itu.";GPT;A1_GPT_EmotionalFirstAid23-45_50.json;penting pasang deadline konkret deadline sense urgency panik hukum parkinson kata kerja kembang sesuai sedia tenggat cegah;-1;0.3385357635889425;outlier;-1_diri_takut_sendiri_kecil;penting pasang deadline konkret deadline sense urgency panik hukum parkinson kata kerja kembang sesuai sedia tenggat cegah
Aku merasa kesepian di SMP dulu. Apa dampaknya sekarang?;Pengalaman pra‑remaja membentuk cara percayamu pada teman. Jika ada luka, kamu bisa menyembuhkannya dengan membangun keintiman hangat di relasi dewasa—tidak pernah terlambat!;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;sepi dampak alam remaja bentuk percaya teman luka sembuh intim hangat relasi dewasa lambat;-1;0.4679019317775528;outlier;-1_diri_takut_sendiri_kecil;sepi dampak alam remaja bentuk percaya teman luka sembuh intim hangat relasi dewasa lambat
Apakah teori ini relevan bagi orang yang juga merasa terasing?;"Justru sangat relevan; Sullivan menunjukkan kesendirian dapat dipahami dan diatasi dengan relasi suportif. Kamu tidak sendiri dalam perasaan itu.";GPT;A1_GPT_PsikologiKepribadian102-118_50.json;teori relevan asing justru relevan sullivan tunjuk sendiri paham relasi suportif sendiri;-1;0.3898133642251066;outlier;-1_diri_takut_sendiri_kecil;teori relevan asing justru relevan sullivan tunjuk sendiri paham relasi suportif sendiri
Aku sering merasa ‘haus pelukan’. Apakah itu kebutuhan interpersonal?;Benar. Sentuhan hangat meredakan tegangan emosional. Cobalah minta pelukan 20 detik dari orang terpercaya—hormon oksitosin membantu menenangkan.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;haus peluk butuh interpersonal sentuh hangat reda tegang emosional minta peluk detik percaya hormon oksitosin tenang;-1;0.3617869383270393;outlier;-1_diri_takut_sendiri_kecil;haus peluk butuh interpersonal sentuh hangat reda tegang emosional minta peluk detik percaya hormon oksitosin tenang
Saat dikritik, aku otomatis defensif. Apakah self‑system sedang aktif?;Betul. Cobalah jeda sejenak, tarik napas, lalu tanyakan detail kritik. Dengan informasi jelas, self‑system tidak perlu ‘menyerang balik’.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;kritik otomatis defensif self sedang betul jeda jenak detail kritik jelas self perlu serang balik;-1;0.0967456059890166;outlier;-1_diri_takut_sendiri_kecil;kritik otomatis defensif self sedang betul jeda jenak detail kritik jelas self perlu serang balik
Apakah mindfulness membantu menjaga mode sintaksis?;Ya, dengan hadir penuh, kamu memproses data faktual, bukan prasangka otomatis. Latihan 5 menit mindful breathing sudah bermanfaat.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;mindfulness jaga mode sintaksis hadir penuh proses data faktual bukan prasangka otomatis mindful breathing manfaat;-1;0.1942557729718108;outlier;-1_diri_takut_sendiri_kecil;mindfulness jaga mode sintaksis hadir penuh proses data faktual bukan prasangka otomatis mindful breathing manfaat
Anak saya suka bermain peran dokter. Baikkah untuk perkembangan?;Sangat baik. Dramatisasi melatih empati, bahasa, dan mengenal perasaan—landasan relasi sehat di masa depan.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;anak main peran dokter kembang dramatisasi empati bahasa kenal landas relasi sehat masa depan;-1;0.4067393525828903;outlier;-1_diri_takut_sendiri_kecil;anak main peran dokter kembang dramatisasi empati bahasa kenal landas relasi sehat masa depan
Bagaimana mengurangi rasa sepi kronis?;Mulai dengan interaksi singkat—menyapa barista, grup online positif—lalu bangun relasi lebih dalam perlahan.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;kurang sepi kronis interaksi singkat sapa barista grup positif relasi perlahan;-1;0.3811191307981617;outlier;-1_diri_takut_sendiri_kecil;kurang sepi kronis interaksi singkat sapa barista grup positif relasi perlahan
Anak bertengkar dengan sahabat. Haruskah campur tangan?;Beri ruang mereka menyelesaikan, tapi ajari teknik komunikasi ‘aku merasa…’. Intervensi seperlunya sebagai mediator netral.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;anak tengkar sahabat campur tangan beri ruang teknik komunikasi intervensi perlu mediator netral;-1;0.491857704728252;outlier;-1_diri_takut_sendiri_kecil;anak tengkar sahabat campur tangan beri ruang teknik komunikasi intervensi perlu mediator netral
Remaja saya bingung soal pergaulan pacaran. Tips menjaga aman?;Bicara terbuka soal batas fisik dan emosi, dorong aktivitas kelompok, dan pastikan ia punya akses informasi seks sehat.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;remaja gaul pacar tips jaga bicara batas fisik emosi dorong aktivitas kelompok akses seks sehat;-1;0.4394779287404624;outlier;-1_diri_takut_sendiri_kecil;remaja gaul pacar tips jaga bicara batas fisik emosi dorong aktivitas kelompok akses seks sehat
Remaja saya channel energi ke seni. Apakah itu baik?;Ya, seni menyalurkan emosi sambil eksplorasi identitas. Pastikan juga ada edukasi seks agar dia siap saat waktunya.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;remaja channel energi seni seni salur emosi eksplorasi identitas edukasi seks siap;-1;0.4376798695831437;outlier;-1_diri_takut_sendiri_kecil;remaja channel energi seni seni salur emosi eksplorasi identitas edukasi seks siap
Cara membantu remaja berpikir lebih rasional?;Undang mereka berdiskusi data, bukan hanya larangan. Minta mereka riset sumber tepercaya dan presentasikan. Proses ini melatih sintaksis.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;remaja rasional undang diskus data bukan larang minta riset sumber percaya presentasi proses sintaksis;-1;0.3799327090793832;outlier;-1_diri_takut_sendiri_kecil;remaja rasional undang diskus data bukan larang minta riset sumber percaya presentasi proses sintaksis
Aku sering merasa tidak layak dicintai. Bagaimana membuka diri pada intimasi?;Mulai beri kasih pada diri: tulis kualitas positifmu. Lalu berbagi cerita kecil pada teman tepercaya. Intimasi tumbuh lewat kejujuran bertahap.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;layak cinta diri intimasi beri diri kualitas positif kecil teman percaya intimasi tumbuh lewat jujur tahap;-1;0.4120019836009834;outlier;-1_diri_takut_sendiri_kecil;layak cinta diri intimasi beri diri kualitas positif kecil teman percaya intimasi tumbuh lewat jujur tahap
Kenapa aku merasa beda banget dengan saudara kembaranku?;Karena meski gen kalian mirip, pengalaman harian, teman, dan tantangan yang kalian hadapi tak pernah identik. Campuran gen‑lingkungan itulah yang membuat kepribadian kalian tetap khas.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;saudara kembar mirip alam teman tantang hadap identik campur pribadi tetap khas;-1;0.3609500184945416;outlier;-1_diri_takut_sendiri_kecil;saudara kembar mirip alam teman tantang hadap identik campur pribadi tetap khas
Mana yang lebih kuat membentuk diriku, gen atau lingkungan?;Keduanya berkolaborasi. Gen menyiapkan ‘alat’, lingkungan mengajarkan cara memakainya. Hasil akhirnya adalah versi dirimu yang unik.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;kuat bentuk diri kolaborasi siap alat hasil akhir versi diri unik;-1;0.1949457508448348;outlier;-1_diri_takut_sendiri_kecil;kuat bentuk diri kolaborasi siap alat hasil akhir versi diri unik
Usiaku sudah 40‑an, terlambatkah mengubah sifat perfeksionis berlebihan?;"Tidak pernah terlambat. Otak tetap plastis; dengan latihan mindful dan self‑compassion, kamu bisa mengarahkan perfeksionisme menjadi standar sehat, bukan beban.";GPT;A1_GPT_PsikologiKepribadian14-33_50.json;usia lambat ubah sifat perfeksionis lambat otak tetap plastis mindful self compassion arah perfeksionisme standar sehat bukan beban;-1;0.6274979252813356;outlier;-1_diri_takut_sendiri_kecil;usia lambat ubah sifat perfeksionis lambat otak tetap plastis mindful self compassion arah perfeksionisme standar sehat bukan beban
Apakah tes kepribadian Big Five akurat menilai diriku?;Big Five memberi cermin awal tentang kecenderunganmu. Bukan label kaku, tapi panduan memahami pola agar kamu bisa menyesuaikan strategi belajar atau kerja.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;pribadi five akurat nilai diri five beri cermin awal cenderung bukan label kaku pandu paham pola sesuai strategi kerja;-1;0.3871475612937488;outlier;-1_diri_takut_sendiri_kecil;pribadi five akurat nilai diri five beri cermin awal cenderung bukan label kaku pandu paham pola sesuai strategi kerja
Aku sering merasa ‘gagal’. Bagaimana pendekatan humanistik bisa membantu?;Humanistik mengajakmu melihat diri sebagai pribadi bernilai yang selalu bisa bertumbuh. Fokus pada ‘proses menjadi’, bukan sekadar hasil, membuat perjalanan lebih ringan.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;gagal dekat humanistik humanistik diri pribadi nila tumbuh proses bukan sekadar hasil jalan ringan;-1;0.3966543790533025;outlier;-1_diri_takut_sendiri_kecil;gagal dekat humanistik humanistik diri pribadi nila tumbuh proses bukan sekadar hasil jalan ringan
Bagaimana teori‑teori ini relevan untuk karierku?;Memahami kepribadian membantumu memilih gaya kerja, membangun tim harmonis, dan mengelola stres—modal penting meraih tujuan karier dengan sejalan kesehatan mental.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;teori teori relevan karier paham pribadi pilih gaya kerja harmonis kelola stres modal penting raih tuju karier jalan sehat mental;-1;0.4684058095625704;outlier;-1_diri_takut_sendiri_kecil;teori teori relevan karier paham pribadi pilih gaya kerja harmonis kelola stres modal penting raih tuju karier jalan sehat mental
Kenapa aku suka impulsif belanja online tengah malam?;Itu ‘id’ yang mencari kesenangan cepat. Menunda klik selama 10 menit memberi ruang bagi ‘ego’ menilai apakah barang itu benar‑benar perlu.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;impulsif belanja tengah senang cepat tunda klik lama beri ruang nilai barang perlu;-1;0.33000929619038;outlier;-1_diri_takut_sendiri_kecil;impulsif belanja tengah senang cepat tunda klik lama beri ruang nilai barang perlu
Bagaimana menggali isi alam bawah sadarku secara sehat?;Journaling bebas 10 menit per hari atau terapi berbicara membantu menyingkap pola tersembunyi, sehingga kamu bisa mengelolanya dengan sadar.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;gali alam bawah sehat journaling bebas terapi bicara singkap pola sembunyi kelola;-1;0.1974277743961626;outlier;-1_diri_takut_sendiri_kecil;gali alam bawah sehat journaling bebas terapi bicara singkap pola sembunyi kelola
Aku takut dipecat (kecemasan realistis) dan juga takut mengecewakan orang tua (moral). Cara menanganinya?;Pisahkan fakta vs pikiran ‘harus sempurna’. Buat rencana kerja nyata untuk risiko di kantor, lalu yakinkan diri nilai dirimu tak hanya dari prestasi.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;takut pecat cemas realistis takut kecewa moral tangan pisah fakta sempurna rencana kerja nyata risiko kantor yakin diri nilai diri prestasi;-1;0.5779035982080856;outlier;-1_diri_takut_sendiri_kecil;takut pecat cemas realistis takut kecewa moral tangan pisah fakta sempurna rencana kerja nyata risiko kantor yakin diri nilai diri prestasi
Aku cenderung menganalisis masalah tanpa pernah menangis. Baik atau buruk?;Analisis membantu, tapi emosi juga perlu ruang. Sisihkan waktu ‘merasa’—misal menonton film mengharukan—agar ketegangan tak menumpuk.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;cenderung analis menang analisis emosi perlu ruang sisih tonton film haru tegang tumpuk;-1;0.1130724134676541;outlier;-1_diri_takut_sendiri_kecil;cenderung analis menang analisis emosi perlu ruang sisih tonton film haru tegang tumpuk
Mengapa aku panik jika meja kerja berantakan?;Kemungkinan cerminan kebutuhan kontrol dari tahap anal. Berlatih toleransi kekacauan kecil bisa melonggarkan ketegangan perfeksionis.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;panik meja kerja beranta cermin butuh kontrol tahap anal toleransi kacau kecil longgar tegang perfeksionis;-1;0.5421267563653206;outlier;-1_diri_takut_sendiri_kecil;panik meja kerja beranta cermin butuh kontrol tahap anal toleransi kacau kecil longgar tegang perfeksionis
Sebagai introvert, apa buruk jika aku butuh banyak waktu sendiri?;Tidak sama sekali. Isi ulang energimu dengan aktivitas solo, lalu atur interaksi sosial berkualitas. Kuncinya seimbang, bukan memaksakan diri.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;introvert butuh sendiri sekali ulang energi aktivitas solo atur interaksi sosial kualitas kunci imbang bukan paksa diri;-1;0.3124572299320388;outlier;-1_diri_takut_sendiri_kecil;introvert butuh sendiri sekali ulang energi aktivitas solo atur interaksi sosial kualitas kunci imbang bukan paksa diri
Aku sulit menolak permintaan teman. Bagaimana belajar assertive?;Latih kalimat singkat: “Maaf, belum bisa sekarang.” Ingat, berkata ‘tidak’ pada satu hal berarti membuka ruang ‘ya’ untuk prioritasmu.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;sulit tolak minta teman assertive singkat maaf ingat kata arti ruang prioritas;-1;0.5101332084393383;outlier;-1_diri_takut_sendiri_kecil;sulit tolak minta teman assertive singkat maaf ingat kata arti ruang prioritas
Berapa lama membentuk kebiasaan optimis?;Studi menunjukkan rata‑rata 66 hari. Mulai dengan afirmasi pagi dan syukur malam lalu evaluasi kemajuan bulanan.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;berapa lama bentuk optimis studi tunjuk rata rata afirmasi pagi syukur evaluasi maju bulan;-1;0.5073513808302854;outlier;-1_diri_takut_sendiri_kecil;berapa lama bentuk optimis studi tunjuk rata rata afirmasi pagi syukur evaluasi maju bulan
Aku ingin lebih disiplin tapi teman kurang mendukung. Apa solusinya?;Cari komunitas online/offline dengan tujuan serupa. Dukungan sosial selaras nilai memperkuat tekadmu menjalani perubahan.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;disiplin teman kurang dukung solusi tuju rupa dukung sosial selaras nilai kuat tekad jalan ubah;-1;0.4433560230279059;outlier;-1_diri_takut_sendiri_kecil;disiplin teman kurang dukung solusi tuju rupa dukung sosial selaras nilai kuat tekad jalan ubah
Aku sering berpikir ‘semua harus sempurna’. Bagaimana mengubahnya?;Tantang pikiran: ‘Benarkah 100%?’ Ganti dengan ‘Cukup baik sudah maju’. Latihan berulang menurunkan tekanan perfeksionis.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;sempurna ubah tantang cukup maju ulang turun tekan perfeksionis;-1;0.62670521388912;outlier;-1_diri_takut_sendiri_kecil;sempurna ubah tantang cukup maju ulang turun tekan perfeksionis
Sebagai ekstrovert, aktivitas self‑care apa yang cocok?;Cobalah kelas dance kelompok atau volunteering. Interaksi sosial positif mengisi energimu sambil memberi makna.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;ekstrovert aktivitas self care cocok kelas dance kelompok volunteering interaksi sosial positif energi beri makna;-1;0.3114093545233363;outlier;-1_diri_takut_sendiri_kecil;ekstrovert aktivitas self care cocok kelas dance kelompok volunteering interaksi sosial positif energi beri makna
Self‑care favorit introvert?;Membaca buku di kafe tenang, menulis jurnal, atau berjalan sendiri di alam—aktivitas sunyi tapi memberi nutrisi mental.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;self care favorit introvert baca buku kafe tenang jurnal jalan sendiri alam aktivitas sunyi beri nutrisi mental;-1;0.3133873570577128;outlier;-1_diri_takut_sendiri_kecil;self care favorit introvert baca buku kafe tenang jurnal jalan sendiri alam aktivitas sunyi beri nutrisi mental
Apa langkah praktis menuju aktualisasi diri?;Kenali bakat (melalui refleksi & feedback), tantang diri proyek sedikit di luar zona nyaman, rayakan progres, bukan kesempurnaan.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;praktis tuju aktualisasi diri kenal bakat refleksi feedback tantang diri proyek luar zona nyaman raya progres bukan sempurna;-1;0.5397817135170739;outlier;-1_diri_takut_sendiri_kecil;praktis tuju aktualisasi diri kenal bakat refleksi feedback tantang diri proyek luar zona nyaman raya progres bukan sempurna
Cara sederhana menaikkan self‑efficacy?;Break target besar jadi tugas 15 menit. Setiap selesai, otak menerima bukti kemampuan, perlahan percaya diri naik.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;sederhana naik self efficacy break target tugas otak terima bukti mampu perlahan percaya diri naik;-1;0.1696694560388413;outlier;-1_diri_takut_sendiri_kecil;sederhana naik self efficacy break target tugas otak terima bukti mampu perlahan percaya diri naik
Aku kesepian dan pengen ketemu orang baru, tapi nggak tahu mulai dari mana. Ada ide?;Ketemu orang baru bisa jadi cara hebat buat ngurangin kesepian. Coba ikut kegiatan sukarela, seperti bantu acara komunitas atau donasi buku. Ini bikin kamu ketemu orang yang punya nilai sama, dan obrolan bisa mengalir alami. Kalau lebih suka online, cari grup tentang hobi yang kamu suka, seperti fotografi atau masak, dan mulai ikut diskusi. Setiap interaksi kecil, bahkan cuma senyum ke orang, bisa bikin kamu merasa lebih terhubung.;GROK;A1_GROK_EmotionalFirstAid1-22_41.json;sepi tahu ngurangin sepi giat sukarela acara donasi buku nilai obrol alir alami grup fotografi masak diskusi interaksi kecil bahkan senyum;-1;0.4766891296859044;outlier;-1_diri_takut_sendiri_kecil;sepi tahu ngurangin sepi giat sukarela acara donasi buku nilai obrol alir alami grup fotografi masak diskusi interaksi kecil bahkan senyum
Aku sedih karena nggak dapet kerja setelah wawancara. Rasanya gagal total. Gimana caranya biar nggak terpuruk?;Nggak lolos wawancara bisa bikin sedih, ya. Tapi coba lihat fakta: kamu nggak diterima di satu tempat, bukan berarti gagal selamanya. Tulis tiga usaha yang udah kamu lakuin—mungkin persiapan atau keberanianmu. Daripada mikir buruk, cari satu peluang baru, seperti apply lagi atau tingkatin CV. Luangin waktu buat hobi biar semangat balik. Kamu punya potensi, coba kirim satu lamaran lagi besok!;GROK;A1_GROK_FilosofiTeras124-148_53.json;sedih dapet kerja wawancara gagal total puruk lolos wawancara sedih fakta terima tempat bukan arti gagal lama usaha udah lakuin siap berani mikir peluang apply tingkatin luangin semangat balik potensi kirim lamar;-1;0.3477245089728372;outlier;-1_diri_takut_sendiri_kecil;sedih dapet kerja wawancara gagal total puruk lolos wawancara sedih fakta terima tempat bukan arti gagal lama usaha udah lakuin siap berani mikir peluang apply tingkatin luangin semangat balik potensi kirim lamar
Aku kesal karena tetangga ngomongin aku. Rasanya diserang. Gimana biar nggak sakit hati?;Omongan tetangga bisa bikin panas, ya. Coba pisahin fakta: mereka cuma ngomong, bukan berarti kamu salah. Daripada mikir diserang, anggap mereka cuma iseng. Fokus ke apa yang bisa kamu lakukan, seperti tetep ramah atau nikmati waktu sama keluarga. Tulis tiga hal yang bikin kamu bangga sama dirimu biar nggak goyah. Yuk, coba senyum ke tetangga besok, siapa tahu mereka malu!;GROK;A1_GROK_FilosofiTeras124-148_53.json;kesal tetangga ngomongin serang sakit hati omong tetangga panas pisahin fakta ngomong bukan arti salah mikir serang anggap iseng laku ramah nikmat keluarga bangga diri goyah senyum tetangga siapa tahu malu;-1;0.3094697401295831;outlier;-1_diri_takut_sendiri_kecil;kesal tetangga ngomongin serang sakit hati omong tetangga panas pisahin fakta ngomong bukan arti salah mikir serang anggap iseng laku ramah nikmat keluarga bangga diri goyah senyum tetangga siapa tahu malu
Aku cemas tiap buka dompet, takut nggak cukup duit. Gimana caranya biar nggak panik?;Dompet tipis emang bikin khawatir, ya. Pas panik, coba berhenti, tarik napas, lalu tanya: ‘Fakta apa? Saldo terbatas, tapi aku masih bisa atur.’ Tulis tiga hal yang bikin kamu bersyukur—mungkin rumah atau makanan. Buat catatan pengeluaran sederhana, dan pilih satu hal kecil buat dikurangin, seperti bikin kopi di rumah. Langkah ini bantu pikiran tenang. Yuk, coba catat pengeluaran sore ini!;GROK;A1_GROK_FilosofiTeras124-148_53.json;cemas dompet takut cukup duit panik dompet tipis emang khawatir panik henti fakta saldo batas atur syukur makan catat keluar sederhana pilih kecil rangin kopi tenang catat keluar sore;-1;0.3422569626935907;outlier;-1_diri_takut_sendiri_kecil;cemas dompet takut cukup duit panik dompet tipis emang khawatir panik henti fakta saldo batas atur syukur makan catat keluar sederhana pilih kecil rangin kopi tenang catat keluar sore
Aku kesal karena atasan bilang presentasiku kurang menarik. Rasanya dihina. Gimana biar nggak baper?;Komentar atasan bisa nyakitin, ya. Tapi coba pisahin fakta: atasan cuma bilang soal presentasi, bukan soal dirimu. Daripada mikir dihina, tanya apa yang bisa diperbaiki, atau coba teknik presentasi baru. Tulis tiga hal yang udah kamu capai di kerja—itu bukti kamu hebat. Langkah kecil ini bantu kurangin baper. Coba latihan satu slide baru besok!;GROK;A1_GROK_FilosofiTeras124-148_53.json;kesal presentasi kurang hina baper komentar nyakitin pisahin fakta presentasi bukan diri mikir hina teknik presentasi udah capai kerja bukti kecil rangin baper slide;-1;0.4373216429422045;outlier;-1_diri_takut_sendiri_kecil;kesal presentasi kurang hina baper komentar nyakitin pisahin fakta presentasi bukan diri mikir hina teknik presentasi udah capai kerja bukti kecil rangin baper slide
Aku takut dikira miskin karena pakaianku sederhana. Gimana caranya biar pede sama penampilan?;Pakaian sederhana bisa bikin ragu, ya. Tapi coba fokus ke fakta: pakaian cuma kain, bukan cerminan dirimu. Tulis tiga hal yang bikin kamu bangga—mungkin senyummu atau kebaikanmu. Fokus ke apa yang bikin kamu nyaman, seperti pilih outfit yang rapi dan sesuai selera. Kamu tetep menarik apa adanya. Coba pakai outfit favorit besok!;GROK;A1_GROK_FilosofiTeras124-148_53.json;takut miskin sederhana pede tampil sederhana ragu fakta kain bukan cermin diri bangga senyum nyaman pilih outfit rapi sesuai selera outfit favorit;-1;0.3415037336666584;outlier;-1_diri_takut_sendiri_kecil;takut miskin sederhana pede tampil sederhana ragu fakta kain bukan cermin diri bangga senyum nyaman pilih outfit rapi sesuai selera outfit favorit
Aku marah karena tetangga parkir sembarangan. Rasanya pengen protes. Gimana caranya biar nggak emosi?;Parkir sembarangan emang bikin kesel, ya. Coba pas marah, tarik napas dalam, lalu tanya: ‘Fakta apa? Mobilnya salah parkir, tapi nggak berarti sengaja.’ Daripada protes, coba ngobrol santai sama tetangga buat cari solusi, atau fokus ke hal lain yang bikin tenang. Tulis tiga hal yang bikin kamu bersyukur—mungkin rumahmu. Langkah ini bantu kepala dingin. Yuk, coba ngobrol ramah sama tetangga besok!;GROK;A1_GROK_FilosofiTeras124-148_53.json;marah tetangga parkir sembarang protes emosi parkir sembarang emang kesel marah fakta mobil salah parkir arti sengaja protes santai tetangga solusi tenang syukur kepala dingin ramah tetangga;-1;0.3108804230489099;outlier;-1_diri_takut_sendiri_kecil;marah tetangga parkir sembarang protes emosi parkir sembarang emang kesel marah fakta mobil salah parkir arti sengaja protes santai tetangga solusi tenang syukur kepala dingin ramah tetangga
