file;generator;question;answer;score_entailment;score_neutral;score_contradiction;score_final
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku merasa masa laluku selalu menghantuiku dan bikin aku susah move on. Gimana caranya aku bisa lepas dari itu?;Masa lalu memang nggak bisa diubah, tapi cara kamu memandangnya bisa bikin perubahan besar. Coba pikir, apa makna yang kamu berikan pada kejadian di masa lalu itu? Sekarang, kamu punya kuasa untuk melihatnya dari sudut yang berbeda, mungkin sebagai pelajaran atau kekuatan, bukan beban. Apa satu hal dari masa lalumu yang bisa kamu coba lihat dengan cara baru hari ini?;0.8672;0.1959;0.2899;0.5772
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Kadang aku marah banget sama ketidakadilan di sekitarku, kayak urusan sosial atau pemerintahan. Itu wajar nggak sih?;Wajar banget, tapi coba kita bedah. Marah karena ketidakadilan biasanya datang dari logika dan kepedulian, beda sama marah karena urusan pribadi yang cuma numpuk emosi sesaat. Marah yang dari ketidakadilan bisa jadi dorongan buat bertindak positif, misalnya bikin perubahan kecil di lingkunganmu. Apa satu ketidakadilan yang bikin kamu kesal, dan apa langkah kecil yang bisa kamu ambil untuk ngatasinnya?;0.8815;0.1325;0.6988;0.1828
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku suka kesal kalau ada orang yang ngomong kasar atau nyindir aku. Harusnya aku balas nggak sih?;Pernah nggak sih ngerasa orang yang nyindir itu kayak lagi cari perhatian atau pengen unggul? Itu namanya perebutan kekuasaan. Kalau kamu balas dengan kesal, kamu justru masuk ke permainan mereka. Coba tarik napas, mundur selangkah, dan tanggapi dengan tenang, pakai logika. Itu justru bikin kamu lebih kuat. Apa yang biasanya bikin kamu pengen balas kalau disindir?;0.9102;0.1488;0.3715;0.5387
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Kenapa sih orang kadang bertingkah nyebelin, kayak sengaja bikin aku marah?;Kadang orang bertingkah begitu karena mereka pengen merasa lebih berkuasa atau menang atas kamu. Ini kayak tantangan terselubung. Misalnya, seseorang nyanyi atau ngomong kasar, mungkin dia pengen lihat kamu kesal. Kalau kamu nggak terpancing, kamu yang pegang kendali. Pernah nggak kamu ketemu orang yang kayak gitu? Apa yang kamu lakuin waktu itu?;0.8749;0.1727;0.5225;0.3524
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Kalau aku udah telanjur marah gara-gara omongan orang, gimana cara ngatasinnya?;Marah itu manusiawi, kok. Tapi coba lihat, marah itu kayak alat buat nyampein sesuatu. Kamu bisa coba komunikasi tanpa marah, pakai kata-kata yang jelas dan tenang. Misalnya, bilang apa yang bikin kamu nggak nyaman tanpa nyanyi. Itu lebih ampuh dan bikin kamu nggak nyesel. Apa situasi terakhir yang bikin kamu marah, dan apa yang pengen kamu sampaikan sebenarnya?;0.908;0.1784;0.5068;0.4012
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku ngerasa orang lain yang salah, tapi kenapa aku yang harus ngalah biar nggak ribut?;Pernah nggak ngerasa kalau ngotot ‘aku benar’ justru bikin situasi makin panas? Mundur dari konflik bukan berarti kalah, tapi memilih buat nggak terjebak drama. Itu cara buat jaga kedamaian batinmu. Coba ceritain, ada nggak momen di mana kamu ngerasa harus ‘menang’ dalam pertengkaran? Apa yang terjadi?;0.8992;0.202;0.1874;0.7118
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku kesal banget sama seseorang, dan rasanya pengen balas dendam. Itu salah nggak sih?;Rasa kesal itu wajar, tapi balas dendam biasanya cuma bikin kamu stuck di lingkaran negatif. Orang yang bikin kamu kesal mungkin lagi coba narik kamu ke perebutan kekuasaan. Kalau kamu balas, kamu masuk jebakan mereka. Coba alihkan energimu ke sesuatu yang bikin kamu tumbuh, kayak hobi atau tujuan pribadi. Apa yang bikin kamu pengen balas dendam, dan apa satu hal positif yang bisa kamu lakuin buat ngalihin perasaan itu?;0.8381;0.1897;0.7323;0.1058
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku ngerasa orang-orang di sekitarku kayak musuh, bukan temen. Gimana cara ubah pikiran ini?;Wah, itu pasti berat. Kadang kita ngerasa gitu karena kita lihat hubungan sebagai kompetisi. Coba lihat orang lain sebagai kawan, bukan lawan. Mulai dari hal kecil, misalnya senyum atau sapa seseorang dengan tulus. Itu bisa bikin kamu ngerasa lebih terhubung. Ada nggak orang di sekitarmu yang bisa kamu coba dekati dengan cara baru?;0.8102;0.1856;0.6336;0.1766
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku takut salah ngomong atau ngelakuin sesuatu, soalnya ngerasa orang lain bakal judge. Gimana biar aku lebih pede?;Rasa takut dihakimi itu sering muncul karena kita terlalu fokus sama apa yang orang pikir. Coba ingat, nggak ada orang yang 100% bener terus. Kalau kamu salah, itu cuma bagian dari belajar. Daripada takut, coba fokus ke tujuanmu ngomong atau ngelakuin sesuatu. Apa satu hal kecil yang bisa kamu coba lakuin hari ini, meski takut dihakimi?;0.9232;0.1926;0.4538;0.4694
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku sering ngerasa nggak cukup dibandingkan orang lain. Ini kenapa ya, dan gimana ngatasinnya?;Itu namanya perasaan inferior, dan banyak orang ngerasain itu karena kita suka ngebandingin diri sama orang lain. Padahal, tiap orang punya perjalanan sendiri. Coba fokus ke apa yang udah kamu capai, sekecil apa pun. Buat daftar tiga hal yang kamu syukuri tentang dirimu. Mau coba ceritain apa yang bikin kamu ngerasa nggak cukup?;0.7975;0.2646;0.4269;0.3706
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Kadang aku ngerasa hidup ini kayak kompetisi, dan aku harus menang. Tapi capek banget. Gimana caranya berhenti ngerasa gitu?;Hidup memang kadang terasa kayak lomba, tapi coba bayangin kalau kamu lepas kacamata ‘menang-kalah’ itu. Fokus ke apa yang bikin kamu bahagia, bukan ngalahin orang lain. Misalnya, lakuin sesuatu karena kamu suka, bukan buat pamer. Apa satu hal yang bisa kamu lakuin buat diri sendiri tanpa mikirin menang atau kalah?;0.8812;0.195;0.5635;0.3176
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku bingung, kenapa hubungan sama orang lain kok selalu jadi masalah buatku?;Hubungan sama orang lain emang sering jadi tantangan karena di situ kita belajar soal diri kita sendiri. Kadang, masalah muncul karena kita terlalu fokus ke ‘aku benar’ atau takut dihakimi. Coba mulai dengan dengerin orang lain tanpa buru-buru ngejudge. Apa hubungan yang lagi bikin kamu bingung, dan apa yang bisa kamu coba lakuin buat bikin itu lebih baik?;0.8577;0.2766;0.6494;0.2083
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku ngerasa susah buat bahagia. Kayak ada yang kurang terus. Apa yang bisa aku lakuin?;Bahagia itu kadang butuh keberanian, lho. Bukan soal punya segalanya, tapi soal nerima diri apa adanya dan milih buat nikmatin momen kecil. Coba tulis satu hal yang bikin kamu senyum hari ini, sekecil apa pun. Mau ceritain apa yang bikin kamu ngerasa kurang, biar kita obrolin bareng?;0.6907;0.2396;0.5781;0.1126
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Kalau aku salah, aku takut ngaku soalnya ngerasa kayak kalah. Gimana biar aku berani ngaku salah?;Ngaku salah bukan kalah, tapi tanda kamu cukup kuat buat jujur sama diri sendiri. Itu langkah buat belajar dan tumbuh. Coba mulai dari hal kecil, misalnya bilang ‘maaf, aku salah paham’ ke temen. Rasain gimana itu nggak bikin kamu lemah, malah bikin lega. Ada nggak momen di mana kamu susah ngaku salah? Ceritain dong.;0.858;0.2141;0.6532;0.2048
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-119-129;grok;Aku pengen orang lain ngeliat aku hebat, tapi kok malah stres sendiri. Gimana biar aku santai aja?;Pengen dianggap hebat itu wajar, tapi kalau itu bikin stres, mungkin kamu lagi terjebak buah unjuk superioritas. Coba alihkan fokus ke apa yang bikin kamu bahagia, bukan apa yang bikin orang kagum. Lakuin sesuatu buat diri sendiri, kayak menikmati hobi. Apa yang biasanya bikin kamu pengen kelihatan hebat di mata orang lain?;0.8981;0.1668;0.4393;0.4588
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Kenapa aku merasa orang lain itu seperti musuh, bukan teman?;Mungkin karena kamu sedang merasa kurang percaya diri atau takut menghadapi tantangan dalam hidup. Ketika kita kehilangan keberanian untuk menjalani tugas-tugas hidup, kita cenderung melihat orang lain sebagai ancaman. Coba deh, lihat orang-orang di sekitarmu sebagai teman yang bisa mendukungmu. Apa yang bikin kamu merasa mereka musuh? Ceritain lebih banyak.;0.9713;0.2242;0.3494;0.622
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Apa sih tugas hidup itu? Aku bingung.;Tugas hidup itu seperti langkah-langkah yang kita jalani untuk tumbuh dan terhubung dengan dunia. Pertama, kita belajar mandiri, artinya bisa berdiri di kaki sendiri tanpa selalu bergantung pada orang lain. Kedua, kita belajar hidup harmonis dengan masyarakat, seperti bekerja sama dan membangun hubungan yang sehat. Yang penting, kamu percaya bahwa kamu punya kemampuan untuk melakukannya dan melihat orang lain sebagai teman, bukan saingan. Apa yang bikin kamu bingung dari konsep ini?;0.8955;0.1837;0.4641;0.4313
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku merasa sulit jadi mandiri. Rasanya selalu butuh orang lain.;Wajar kok kalau kamu merasa begitu, itu bagian dari proses. Mandiri bukan berarti harus sendirian, tapi lebih tentang punya kepercayaan diri untuk membuat keputusan dan menghadapi tantangan. Coba mulai dari hal kecil, misalnya menyelesaikan tugas sederhana sendiri. Apa sih yang bikin kamu merasa sulit untuk mandiri?;0.8749;0.1381;0.394;0.4809
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Gimana caranya hidup harmonis dengan orang lain? Aku sering konflik.;Hidup harmonis itu tentang membangun hubungan yang saling menghormati. Coba lihat orang lain sebagai teman seperjuangan, bukan lawan. Kalau sering konflik, mungkin kamu bisa coba dengarkan dulu sudut pandang mereka sebelum bereaksi. Apa yang biasanya bikin kamu konflik sama orang lain? Ceritain dong.;0.9615;0.3808;0.3421;0.6194
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku takut gagal di pekerjaan. Apa aku nggak cukup kompeten?;Rasa takut gagal itu wajar, tapi jangan biarkan itu mendefinisikan kemampuanmu. Masalah di pekerjaan seringkali bukan karena kamu nggak kompeten, tapi karena hubungan interpersonal yang mungkin perlu diperbaiki, seperti komunikasi atau kerja sama. Coba ceritain apa yang bikin kamu takut gagal, mungkin aku bisa bantu lihat dari sudut lain.;0.899;0.2922;0.7302;0.1688
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku ditolak kerja terus, rasanya harga diriku hancur.;Aku tahu itu pasti berat banget buatmu. Tapi penolakan dalam pekerjaan bukan berarti kamu nggak berharga. Bisa jadi itu cuma soal kecocokan atau timing. Harga dirimu nggak ditentukan oleh penolakan, tapi oleh bagaimana kamu bangkit dan terus mencoba. Apa yang biasanya kamu lakukan setelah ditolak? Mungkin kita bisa pikirkan langkah selanjutnya bareng.;0.9448;0.2591;0.4119;0.5329
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku susah banget bikin temen dekat. Apa aku nggak menarik?;Bikin temen dekat memang nggak gampang, tapi bukan berarti kamu nggak menarik. Kadang, hubungan pertemanan butuh waktu dan usaha untuk jadi lebih dalam. Coba mulai dari obrolan ringan atau kegiatan bareng yang kamu suka. Apa sih yang bikin kamu merasa susah punya temen dekat?;0.8623;0.1617;0.4857;0.3765
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Dulu aku nggak punya temen di sekolah, apa itu aneh?;Nggak aneh sama sekali. Setiap orang punya perjalanan sosial yang beda. Ada yang butuh waktu lebih lama untuk terbuka, dan itu oke. Yang penting sekarang, kamu bisa belajar membangun hubungan yang kamu inginkan. Apa yang kamu rasakan tentang pengalaman itu sekarang? Mau ceritain?;0.8493;0.2305;0.4575;0.3918
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku takut kalau pacarku dekat sama orang lain. Apa ini wajar?;Rasa cemburu itu wajar, tapi kalau sampai bikin kamu ingin mengontrol pasangan, mungkin itu tanda kamu kurang percaya sama hubungan kalian. Cinta yang sehat itu bikin kamu merasa bebas dan nyaman, bukan terikat atau takut. Coba ceritain apa yang bikin kamu takut, mungkin kita bisa cari cara buat ngatasin rasa itu.;0.8399;0.3214;0.4902;0.3497
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Kalau aku nggak suka pasanganku ngobrol sama lawan jenis, apa itu salah?;Nggak salah merasa nggak nyaman, tapi coba pikirkan: apakah perasaan itu datang dari rasa nggak percaya atau dari keinginan untuk mengontrol? Hubungan yang baik dibangun atas kepercayaan dan keterbukaan. Kalau kamu khawatir, coba ngobrol jujur sama pasanganmu. Apa yang biasanya bikin kamu nggak suka kalau dia ngobrol sama orang lain?;0.8183;0.1711;0.203;0.6153
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku merasa pasanganku nggak percaya sama aku. Apa yang harus kulakukan?;Itu pasti bikin frustrasi. Hubungan yang sehat itu butuh kepercayaan dari kedua belah pihak. Coba ajak pasanganmu ngobrol terbuka, tanyakan apa yang bikin dia nggak percaya, dan ceritain juga perasaanmu. Kalau kalian bisa saling jujur, itu langkah awal buat memperbaiki hubungan. Apa yang biasanya bikin kamu merasa dia nggak percaya?;0.8567;0.1517;0.5344;0.3223
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku merasa nggak bisa jadi diri sendiri di depan pasangan. Kenapa ya?;Mungkin kamu merasa ada tekanan untuk memenuhi ekspektasi tertentu, atau takut dihakimi. Cinta yang sehat seharusnya bikin kamu merasa bebas jadi diri sendiri. Coba pikirkan, apa yang bikin kamu nggak nyaman? Apa ada momen tertentu yang bikin kamu merasa harus berpura-pura?;0.7655;0.2582;0.5342;0.2313
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku sering merasa minder sama orang lain. Gimana cara ngatasinnya?;Rasa minder sering datang kalau kita membandingkan diri dengan orang lain. Coba fokus pada kekuatan dan kemampuanmu sendiri. Kamu punya nilai yang unik, dan nggak perlu jadi orang lain untuk merasa cukup. Apa yang biasanya bikin kamu minder? Ceritain, mungkin aku bisa bantu kasih perspektif baru.;0.8631;0.2425;0.5102;0.3529
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-130-140;grok;Aku pengen hidup bahagia, tapi kok susah banget?;Aku ngerti, hidup memang kadang penuh tantangan. Kebahagiaan sering datang dari cara kita menghadapi tugas-tugas hidup, seperti membangun hubungan yang sehat dan percaya pada kemampuan diri sendiri. Coba ceritain apa yang bikin kamu merasa susah bahagia, mungkin kita bisa temukan langkah kecil untuk memulainya.;0.9255;0.3477;0.656;0.2696
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku sering merasa orang lain punya kekurangan yang bikin aku nggak suka sama mereka. Apa sih yang bikin aku berpikir gitu?;Sebenarnya, bisa jadi kamu nggak benar-benar nggak suka karena kekurangan mereka. Mungkin kamu punya tujuan tertentu, seperti ingin menghindari hubungan yang lebih dekat dengan mereka. Jadi, pikiranmu mencari-cari alasan untuk mendukung perasaan itu. Coba deh pikir, apa yang bikin kamu ingin menjaga jarak?;0.9336;0.1448;0.2155;0.7181
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Tapi kan wajar kalau aku nggak suka sama seseorang karena tingkah lakunya nyebelin?;Wajar kok rasanya kesal kalau ada tingkah laku yang nggak cocok sama kamu. Tapi, coba lihat dari sudut lain: mungkin kamu sudah memutuskan untuk nggak dekat sama orang itu, lalu otakmu mencari alasan untuk membenarkan keputusan itu. Misalnya, tiba-tiba hal kecil yang dulu nggak masalah jadi terasa mengganggu. Pernah nggak sih ngerasa gitu?;0.8759;0.1522;0.1929;0.6831
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Jadi, maksudnya aku sengaja cari-cari alasan untuk nggak dekat sama orang lain?;Bisa jadi, lho. Kadang, kita secara nggak sadar ingin menghindari hubungan yang terasa menantang, makanya kita fokus ke kekurangan orang lain. Ini kayak cara pikiran kita melindungi diri dari tugas-tugas kehidupan, seperti membangun hubungan. Apa kamu merasa hubungan sama orang lain itu berat?;0.911;0.1525;0.1727;0.7383
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku memang sering merasa hubungan sama orang lain itu ribet. Aku nggak salah kan kalau menghindarinya?;Nggak ada yang salah dengan merasa hubungan itu ribet, karena itu wajar banget. Tapi, menghindari hubungan bisa jadi cara kamu lari dari sesuatu yang sebenarnya bisa bikin kamu tumbuh. Bayangin, kalau kamu coba hadapi sedikit demi sedikit, mungkin kamu akan nemuin sisi positif dari koneksi sama orang lain. Mau coba mulai dari mana?;0.8477;0.1488;0.455;0.3927
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku nggak yakin punya keberanian untuk hadapi hubungan yang rumit. Apa aku emang nggak cukup kuat?;Hei, ini bukan soal kamu nggak cukup kuat. Semua orang punya ketakutan dalam menghadapi hubungan, dan itu nggak berarti kamu jahat atau lemah. Yang kamu butuhin cuma sedikit keberanian untuk melangkah, meski cuma langkah kecil. Misalnya, coba ngobrol sama seseorang yang kamu anggap nggak terlalu menakutkan. Apa kamu punya seseorang dalam pikiran?;0.8967;0.1395;0.4318;0.4649
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku takut kalau orang lain nggak suka sama aku. Makanya aku suka ngejaga jarak. Itu normal nggak sih?;Sangat normal, kok! Takut ditolak atau nggak diterima itu perasaan yang banyak orang alami. Tapi, kadang kita jadi terlalu fokus sama apa yang orang lain pikir, sampai lupa bahwa kita juga punya kekuatan untuk membangun hubungan yang baik. Coba deh fokus ke apa yang bisa kamu tawarkan dalam hubungan, seperti kebaikan atau perhatian. Apa ada hal kecil yang bisa kamu lakukan untuk mendekati seseorang?;0.8334;0.1961;0.2338;0.5996
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku merasa hidup ini berat banget, kayak ada beban yang nggak bisa aku lepas. Apa yang salah sama aku?;Nggak ada yang salah sama kamu. Hidup memang bisa terasa berat, apalagi kalau kamu merasa harus menghadapi semuanya sendirian. Kadang, beban itu muncul karena kita terjebak dalam cara berpikir yang bikin kita menghindari tantangan, seperti hubungan atau tanggung jawab. Coba ceritain, apa sih yang paling bikin kamu merasa terbebani sekarang?;0.875;0.1927;0.2381;0.6369
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku sering ngerasa minder, kayak nggak pernah cukup baik. Gimana cara aku ngatasin ini?;Perasaan minder itu wajar, tapi jangan biarin itu ngatur hidup kamu. Coba lihat, apa yang bikin kamu merasa nggak cukup baik? Kadang, kita terlalu keras sama diri sendiri karena pengen diakui orang lain. Padahal, yang terpenting adalah kamu berani jadi diri sendiri. Apa ada satu hal kecil tentang dirimu yang kamu suka? Mulai dari situ dulu!;0.8892;0.1835;0.3901;0.4991
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku pengen bebas dari rasa takut gagal, tapi kok susah banget. Apa aku bisa berubah?;Kamu pasti bisa berubah, meski memang nggak gampang. Rasa takut gagal sering datang karena kita terlalu fokus sama hasil, bukan prosesnya. Coba deh mulai dengan langkah kecil, misalnya coba sesuatu yang agak bikin deg-degan tapi nggak terlalu berisiko. Tiap kali kamu coba, kamu udah melatih keberanianmu. Apa satu hal yang pengen kamu coba tapi takut gagal?;0.8717;0.117;0.1847;0.687
Berani tidak disukai x Ichiro Kishimi Dan Fumitake Koga (2019)-141-151;grok;Aku ngerasa hidupku ditentuin sama masa lalu. Apa aku bisa lepas dari itu?;Masa lalu memang bisa terasa kayak bayangan yang ngikutin, tapi sebenarnya kamu punya kuasa untuk menentukan langkahmu sekarang. Yang penting bukan apa yang udah terjadi, tapi bagaimana kamu memilih untuk menghadapi hari ini. Coba pikir, apa satu hal di masa sekarang yang bisa kamu ubah untuk bikin hidupmu lebih baik?;0.9037;0.1685;0.1747;0.729
