file,generator,question,answer,entailment,neutral,contradiction,score
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya tahu makan sehat itu penting, tapi susah konsisten. Bagaimana pola makan bisa bantu kesehatan mental saya?","Keren banget kamu peduli sama pola makan—itu fondasi buat badan dan pikiran! Makanan sehat, seperti sayur, buah, dan protein, memberi otakmu bahan bakar untuk tetap fokus dan tenang. Misalnya, omega-3 dari ikan bisa bikin mood lebih stabil. Untuk konsisten, mulai kecil: tambah satu porsi sayur sehari atau ganti camilan dengan kacang. Buat seru dengan coba resep baru bareng temen. Apa makanan favoritmu, dan apa satu perubahan kecil yang bisa kamu coba minggu ini?",0.888,0.3298,0.5215,0.3665
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya merasa stres terus-terusan, dan itu bikin saya lelah. Apa itu stres kronis, dan bagaimana saya bisa mengatasinya?","Aduh, stres yang nggak kelar-kelar pasti bikin capek, ya? Stres kronis itu seperti beban yang terus numpuk di pundakmu, bisa dari kerja, keluarga, atau tekanan lain, dan lama-lama bikin tubuh dan pikiranmu kewalahan. Ini bisa bikin kamu gampang sakit atau cemas. Untuk ngatasinnya, coba ‘pecah’ harimu dengan jeda kecil: tarik napas dalam, denger lagu, atau jalan sebentar. Cari juga satu orang untuk curhat, karena ngobrol bisa bikin ringan. Apa yang lagi bikin kamu stres, dan apa yang bisa kamu lakukan buat jeda sejenak?",0.9735,0.2631,0.5483,0.4252
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya merasa sulit bangkit setelah kegagalan. Apa itu resiliensi, dan bagaimana saya bisa lebih kuat menghadapi masalah?","Kegagalan memang bisa bikin down, tapi kamu bertanya tentang resiliensi—itu tanda kamu punya semangat untuk bangkit! Resiliensi itu seperti otot batin yang bantu kamu bangun lagi setelah jatuh, dengan tetap jaga kesehatan mentalmu. Orang yang resilien sering punya cara pandang positif dan dukungan dari orang lain. Untuk latih ini, coba lihat kegagalan sebagai pelajaran, bukan akhir. Tulis satu hal yang kamu pelajari dari pengalaman itu, dan hubungi seseorang yang bikin kamu merasa kuat. Apa yang lagi bikin kamu merasa stuck, dan apa langkah kecil yang bisa kamu ambil?",0.9546,0.2812,0.5828,0.3718
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya punya hubungan yang bikin saya stres sama temen. Bagaimana hubungan buruk bisa bikin saya nggak sehat, dan apa yang bisa saya lakukan?","Wah, hubungan yang nggak sehat emang bisa bikin hati berat. Hubungan buruk, seperti sering bertengkar atau merasa nggak dihargai, bisa bikin stres naik, yang lama-lama ganggu kesehatan mentalmu, bahkan bikin susah tidur atau cemas. Tapi kamu nggak sendiri! Coba pikirkan apa yang bikin hubungan ini toksik, dan apakah bisa dibicarakan dengan tenang sama temenmu. Kalau nggak memungkinkan, mungkin kamu bisa kurangi kontak dan cari orang yang bikin kamu merasa dihargai. Siapa yang biasanya bikin kamu merasa nyaman, dan apa yang bisa kamu coba untuk atasi ini?",0.9605,0.4547,0.4299,0.5306
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya sering panik saat stres, dan nggak tahu cara tenangin diri. Apa itu latihan relaksasi, dan bagaimana saya bisa coba?","Pasti nggak enak rasanya saat panik, tapi kamu nggak sendiri, kok! Latihan relaksasi itu seperti tombol ‘pause’ buat tubuh dan pikiranmu, membantu menurunkan detak jantung dan bikin kamu lebih tenang. Salah satu yang gampang adalah pernapasan 4-7-8: tarik napas 4 detik, tahan 7 detik, keluarkan 8 detik. Coba ini di tempat tenang, sambil bayangin tempat yang bikin kamu damai, seperti pantai. Seru, kan? Kapan kamu biasanya panik, dan mau coba teknik ini kapan?",0.9808,0.3057,0.4671,0.5137
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya merokok buat tenangin pikiran, tapi saya tahu itu nggak baik. Mengapa merokok buruk buat kesehatan mental, dan bagaimana saya bisa kurangi?","Keren banget kamu sadar ingin kurangi rokok—itu langkah besar! Merokok mungkin terasa menenangkan sesaat, tapi nikotin justru bikin otakmu lebih cemas dan ketergantungan, plus bikin tubuhmu rentan sakit. Untuk kurangi, coba ganti kebiasaan rokok dengan aktivitas lain, seperti ngunyah permen karet atau tarik napas dalam saat pengen ngerokok. Catat juga alasan kamu ingin berhenti, seperti ‘ingin lebih sehat’—itu motivasi kuat! Apa yang bikin kamu pengen ngerokok, dan apa pengganti yang bisa kamu coba?",0.9591,0.2605,0.3717,0.5874
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya kadang minum alkohol buat lupa masalah, tapi kok malah tambah stres. Mengapa alkohol buruk buat kesehatan mental, dan apa yang bisa saya lakukan?","Saya tahu rasanya pengen lari dari masalah, tapi kamu bertanya soal ini—itu tanda kamu kuat! Alkohol mungkin bikin kamu rileks sebentar, tapi sebenarnya bikin otakmu lebih susah atur emosi, jadi cemas atau depresi bisa tambah parah. Untuk kurangi, coba ganti minum dengan aktivitas yang bikin happy, seperti nonton film lucu atau ngobrol sama temen. Mulai kecil, misalnya kurangi satu gelas seminggu. Apa yang bikin kamu minum, dan apa satu hal seru yang bisa kamu coba sebagai pengganti?",0.8763,0.2969,0.5219,0.3544
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya merasa nggak nyaman sama tubuh saya dan kadang nggak mau makan. Apa itu gangguan makan, dan bagaimana saya bisa mulai atasi ini?","Aduh, saya tahu rasanya nggak nyaman sama diri sendiri, dan kamu nggak sendiri. Gangguan makan, seperti anoreksia, adalah kondisi di mana seseorang sangat khawatir soal berat badan atau bentuk tubuh, sampai membatasi makan atau punya pola makan nggak sehat. Ini bisa bikin tubuh dan pikiranmu lelah. Langkah pertama adalah ceritain ini ke seseorang yang kamu percaya, seperti temen atau keluarga, atau bahkan konselor. Coba juga makan kecil tapi teratur, dan ingat, kamu berharga apa adanya. Apa yang bikin kamu nggak nyaman, dan siapa yang bisa kamu ajak bicara?",0.9783,0.2182,0.5756,0.4027
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya sering main sosmed, tapi kadang malah bikin saya cemas. Bagaimana internet bisa bantu atau justru bikin stres, dan apa yang bisa saya lakukan?","Wah, kamu peka banget sama dampak sosmed—itu langkah keren! Internet bisa jadi temen yang asyik, seperti nemu komunitas yang suportif, tapi juga bisa bikin cemas kalau kamu banding-bandingin diri sama orang lain di sosmed. Untuk jaga keseimbangan, coba batasi waktu online, misalnya 1 jam sehari, dan ikuti akun yang bikin kamu semangat, seperti yang share quotes positif. Luangkan waktu buat aktivitas offline, seperti jalan-jalan atau baca buku. Apa yang biasanya bikin kamu cemas di sosmed, dan apa yang bisa kamu coba kurangi?",0.9764,0.259,0.5255,0.4509
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya punya penyakit kronis, dan kadang merasa hidup nggak bermakna. Apa itu kualitas hidup, dan bagaimana saya bisa meningkatkannya?","Saya tahu hidup dengan penyakit kronis bisa terasa berat, dan kamu luar biasa karena tetap berjuang. Kualitas hidup adalah seberapa nyaman dan bahagiamu dalam menjalani hari, meskipun ada tantangan kesehatan. Ini tentang menemukan makna dalam hal-hal kecil, seperti menikmati hobi atau waktu bareng orang tersayang. Coba buat daftar kegiatan yang bikin kamu senang, seperti nonton film atau tanam bunga, dan lakukan satu setiap hari. Juga, ngobrol sama dokter atau konselor bisa bantu. Apa satu hal yang bikin kamu bahagia, dan kapan kamu bisa coba lagi?",0.9425,0.2883,0.4918,0.4507
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya punya penyakit kronis, dan akhir-akhir ini merasa sedih terus. Mengapa saya merasa depresi, dan apa yang bisa saya lakukan?","Rasanya pasti nggak mudah, dan kamu nggak sendiri merasakan ini. Depresi sering muncul saat hidup dengan penyakit kronis karena tubuh dan pikiranmu bekerja keras menghadapi tantangan setiap hari. Ini seperti lari maraton tanpa jeda. Untuk meringankan, coba ceritain perasaanmu ke orang yang kamu percaya atau konselor—ngobrol bisa bikin lega. Juga, lakukan hal kecil yang bikin bahagia, seperti denger musik atau jalan di taman. Apa yang lagi bikin kamu sedih, dan siapa yang bisa kamu ajak bicara?",0.9324,0.2896,0.4827,0.4497
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya susah menerima kondisi kesehatan saya. Bagaimana penerimaan diri bisa bantu, dan apa yang bisa saya lakukan untuk mulai menerima?","Wajar banget kalau susah menerima kondisi kesehatan—it’s a big deal. Penerimaan diri itu seperti membuka pintu untuk damai dengan dirimu sendiri, yang bisa bikin stres berkurang dan hidup terasa lebih ringan. Ini bukan berarti menyerah, tapi melihat dirimu dengan kasih sayang. Coba mulai dengan tulis satu hal yang kamu suka tentang dirimu setiap hari, seperti ‘saya kuat karena tetap berusaha.’ Meditasi ringan atau ngobrol sama konselor juga bisa bantu. Apa yang bikin kamu susah menerima, dan apa langkah kecil yang bisa kamu coba?",0.9763,0.3668,0.3887,0.5876
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya merasa sendiri dengan penyakit kronis saya. Apa itu dukungan kelompok, dan bagaimana saya bisa menemukannya?","Saya tahu rasanya merasa sendiri, tapi kamu nggak sendirian, kok! Dukungan kelompok adalah tempat di mana orang-orang dengan pengalaman serupa, seperti penyakit kronis, berkumpul untuk saling mendukung dan berbagi cerita. Ini seperti punya tim yang ngerti perjuanganmu. Bisa offline, seperti di rumah sakit, atau online, seperti forum di internet. Coba cari komunitas di media sosial atau tanya dokter tentang grup lokal. Ikut ngobrol bisa bikin hati ringan! Apa yang bikin kamu pengen coba ini, dan di mana kamu bisa mulai cari?",0.9485,0.2851,0.6044,0.3441
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya takut menghadapi penyakit serius, dan merasa nggak bisa ngomong sama siapa-siapa. Bagaimana konseling bisa bantu saya?","Rasa takut itu wajar banget, dan kamu berani banget ngaku perasaanmu. Konseling adalah tempat aman buat ceritain semua yang ada di hati, tanpa takut dihakimi. Konselor dilatih untuk dengerin dan bantu kamu atasi ketakutan atau kesedihan, kayak punya pemandu di jalan yang gelap. Mereka bisa ajarin teknik, seperti relaksasi, atau bantu kamu temuin makna dalam hidup. Coba tanya dokter atau cari konselor online. Apa yang lagi bikin kamu takut, dan apa yang pengen kamu ceritain kalau ada yang dengerin?",0.9649,0.3853,0.4283,0.5366
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya dengar tentang hospice care, tapi nggak tahu apa itu. Bagaimana hospice bisa bantu saya atau keluarga saya?","Saya paham kalau istilah hospice bisa bikin penasaran atau takut. Hospice care adalah perawatan khusus untuk orang dengan penyakit serius, fokusnya bikin kamu atau keluargamu nyaman dan bahagia di waktu yang ada. Bayangkan seperti pelukan hangat dari tim dokter, perawat, dan konselor yang peduli sama kebutuhan fisik, emosional, dan spiritualmu. Mereka bantu atur rasa sakit, dengerin ceritamu, dan dukung keluargamu. Kalau penasaran, coba tanya dokter tentang opsi hospice di dekatmu. Apa yang bikin kamu pengen tahu lebih banyak soal ini?",0.9555,0.2139,0.5426,0.4129
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya takut memikirkan kematian, apalagi di usia muda. Bagaimana saya bisa mengatasi ketakutan ini?","Wajar banget kalau memikirkan kematian bikin takut, apalagi di usia muda—itu topik yang berat. Ketakutan ini sering muncul karena kita merasa hidup masih panjang dan penuh rencana. Untuk mengatasinya, coba fokus pada apa yang bisa kamu kendalikan: hidup dengan penuh makna setiap hari. Tulis hal-hal yang bikin kamu bahagia, seperti ketemu temen atau coba hobi baru, dan lakuin itu. Ngobrol sama konselor atau temen dekat juga bisa bantu. Apa yang biasanya bikin kamu takut soal ini, dan apa yang bikin kamu merasa hidup berharga?",0.9641,0.3374,0.3991,0.565
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya baru kehilangan seseorang yang dekat, dan nggak tahu cara menghadapinya. Apa itu pendidikan kematian, dan bagaimana itu bisa bantu saya?","Saya turut sedih atas kehilanganmu—it’s okay to feel lost. Pendidikan kematian adalah cara untuk belajar tentang proses kehilangan, seperti apa itu duka dan bagaimana kita bisa melewatinya dengan sehat. Ini seperti peta untuk navigasi rasa sedihmu, bantu kamu paham emosimu dan temuin cara untuk mengenang orang yang kamu sayang. Coba cari buku tentang duka, ikut grup dukungan, atau ngobrol sama konselor. Apa yang lagi bikin kamu merasa berat, dan apa yang pengen kamu lakukan untuk mengenang mereka?",0.9725,0.2651,0.554,0.4185
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya khawatir stres saya bikin jantungan. Bagaimana stres bisa memengaruhi jantung, dan apa yang bisa saya lakukan?","Kamu peduli sama kesehatanmu—itu langkah luar biasa! Stres bisa bikin jantung kerja lebih keras karena memicu hormon seperti adrenalin, yang ningkatin tekanan darah dan detak jantung. Lama-lama, ini bisa nyakitin jantung. Tapi tenang, kamu bisa lindungi jantungmu! Coba latihan relaksasi, seperti napas dalam atau yoga, dan pastikan kamu punya waktu buat ketawa sama orang tersayang. Jalan kaki 15 menit sehari juga bagus. Apa yang lagi bikin kamu stres, dan apa cara favoritmu buat rileks?",0.9113,0.3223,0.6995,0.2118
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Dokter bilang saya punya tekanan darah tinggi, dan saya rasa stres bikin tambah parah. Apa hubungan stres sama hipertensi, dan apa yang bisa saya lakukan?","Wah, kamu peka banget sama tubuhmu—itu kekuatan besar! Stres bisa bikin tekanan darah naik karena tubuhmu memproduksi hormon stres yang bikin pembuluh darah menyempit. Tapi kamu bisa ambil kendali! Coba kurangi stres dengan meditasi 5 menit sehari atau jalan santai di taman. Makan makanan rendah garam dan cukup tidur juga membantu. Apa yang biasanya bikin kamu stres, dan apa satu hal kecil yang bisa kamu coba untuk tenangin pikiran?",0.9153,0.3758,0.5225,0.3928
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya takut kena stroke karena stres saya tinggi. Bagaimana stres bisa memicu stroke, dan apa yang bisa saya lakukan untuk mencegahnya?","Saya tahu kekhawatiran itu bisa bikin berat, tapi kamu hebat karena peduli sama kesehatanmu! Stres bisa ningkatin risiko stroke karena bikin tekanan darah naik dan pembuluh darah tegang, yang bisa ganggu aliran darah ke otak. Kabar baiknya, kamu bisa kurangi risiko ini! Coba lakukan relaksasi, seperti dengar musik tenang atau tarik napas dalam. Olahraga ringan dan makan sehat juga super membantu. Apa yang lagi bikin kamu stres, dan apa aktivitas yang bikin kamu merasa damai?",0.9654,0.3345,0.3895,0.5759
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya punya diabetes tipe II, dan stres bikin gula darah saya nggak stabil. Bagaimana stres memengaruhi diabetes, dan apa yang bisa saya lakukan?","Hidup dengan diabetes memang tantangan, tapi kamu kuat banget! Stres bisa bikin gula darahmu naik karena hormon stres mengganggu cara tubuhmu pakai insulin. Untuk bantu stabilkan, coba teknik relaksasi, seperti meditasi atau jalan santai, dan pastikan makan teratur dengan porsi seimbang. Ngobrol sama dokter atau konselor juga bisa bantu atasi stres. Apa yang lagi bikin kamu stres, dan apa satu kebiasaan sehat yang bisa kamu coba minggu ini?",0.9297,0.4046,0.3181,0.6116
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya sering sakit kalau lagi stres. Bagaimana stres bisa bikin saya gampang sakit, dan apa yang bisa saya lakukan?","Kamu peka banget sama tubuhmu—itu langkah keren! Stres bisa melemahin sistem kekebalanmu karena hormon stres, seperti kortisol, bikin tubuhmu susah lawan kuman. Jadi, kalau stres, kamu gampang flu atau lelah. Untuk bantu, coba kurangi stres dengan tidur cukup, makan sehat, dan lakukan hal yang bikin bahagia, seperti nonton film lucu atau ketemu temen. Apa yang biasanya bikin kamu stres, dan apa satu cara yang bisa kamu coba untuk jaga imunmu?",0.944,0.3135,0.4678,0.4762
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya hidup dengan HIV, dan stigma bikin saya stres. Bagaimana stigma bisa memengaruhi kesehatan mental saya, dan apa yang bisa saya lakukan?","Kamu luar biasa kuat hidup dengan tantangan ini, dan saya tahu stigma bisa bikin berat. Stigma dari orang lain bisa bikin kamu merasa cemas atau terisolasi, yang ganggu kesehatan mentalmu. Tapi kamu nggak sendiri! Cari komunitas dukungan, seperti grup online atau lokal, di mana kamu bisa berbagi cerita sama orang yang ngerti. Konseling juga bisa bantu atasi stres. Coba fokus pada hal yang bikin kamu merasa berharga, seperti hobi atau membantu orang lain. Apa yang bikin kamu merasa didukung, dan apa yang pengen kamu coba?",0.9555,0.2697,0.5157,0.4398
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya sedang jalani pengobatan kanker, dan merasa cemas terus. Bagaimana kanker bisa memengaruhi kesehatan mental, dan apa yang bisa saya lakukan?","Kamu pemberani banget menghadapi perjalanan ini! Kanker bisa bikin cemas karena ketidakpastian dan efek samping pengobatan, yang bikin pikiran dan tubuh capek. It’s okay to feel this way. Untuk bantu, coba teknik relaksasi, seperti meditasi atau dengar musik lembut. Ngobrol sama konselor atau ikut grup dukungan kanker juga bisa bikin kamu merasa nggak sendiri. Apa yang lagi bikin kamu cemas, dan apa satu hal kecil yang bikin kamu merasa tenang?",0.9496,0.3951,0.4733,0.4763
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya punya artritis, dan nyeri bikin saya mudah marah. Bagaimana nyeri kronis memengaruhi kesehatan mental, dan apa yang bisa saya lakukan?","Saya tahu nyeri kronis bisa bikin frustrasi, dan kamu hebat karena tetap berjuang! Nyeri dari artritis bisa bikin kamu mudah marah atau sedih karena tubuhmu terus ‘berteriak’ dan bikin capek mental. Untuk bantu, coba teknik relaksasi, seperti pernapasan dalam atau yoga ringan, yang bisa kurangi ketegangan. Ngobrol sama dokter tentang manajemen nyeri, dan cari aktivitas yang bikin bahagia, seperti baca buku atau ketemu temen. Apa yang biasanya bikin kamu merasa lebih baik, dan apa yang pengen kamu coba?",0.9782,0.2864,0.4079,0.5703
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya remaja dengan diabetes tipe I, dan kadang merasa beda sama temen. Bagaimana diabetes bisa bikin saya stres, dan apa yang bisa saya lakukan?","Kamu luar biasa bisa hadapi diabetes di usia muda! Kadang, ngurus diabetes, seperti cek gula darah atau suntik insulin, bisa bikin merasa beda atau stres, apalagi kalau temen nggak ngerti. It’s okay to feel this way. Coba ceritain perasaanmu ke orang tua, temen deket, atau konselor—mereka bisa bantu kamu merasa didukung. Juga, cari hobi yang bikin kamu merasa keren, seperti main musik atau olahraga. Apa yang bikin kamu merasa beda, dan siapa yang bisa kamu ajak ngobrol?",0.9028,0.4144,0.5362,0.3666
"Health Psychology, 9th Ed (Shelley E. Taylor)-1-55",grok,"Saya ingin hidup lebih sehat, tapi nggak tahu mulai dari mana. Apa itu promosi kesehatan, dan bagaimana saya bisa mulai?","Semangatmu untuk hidup sehat itu inspiratif banget! Promosi kesehatan adalah cara bantu orang hidup lebih baik dengan kebiasaan sehat, seperti makan bergizi, olahraga, dan kelola stres. Ini seperti menanam benih untuk tubuh dan pikiran yang kuat. Mulai kecil: coba tambah satu porsi sayur sehari, jalan 10 menit, atau tidur lebih awal. Buat seru dengan ajak temen atau catat progresmu. Apa satu kebiasaan sehat yang pengen kamu coba, dan kapan kamu mulai?",0.9305,0.2567,0.4881,0.4424
