index,question,document,old_topic,new_topic,similarity,reassigned,stage
47,Aku kesal karena atasan bilang presentasiku kurang menarik. Rasanya dihina. Gimana biar nggak baper?,kesal presentasi kurang hina baper komentar nyakitin pisahin fakta presentasi bukan diri mikir hina teknik presentasi udah capai kerja bukti kecil rangin baper slide,-1,0,0.8031167,True,high
48,Aku takut dikira miskin karena pakaianku sederhana. Gimana caranya biar pede sama penampilan?,takut miskin sederhana pede tampil sederhana ragu fakta kain bukan cermin diri bangga senyum nyaman pilih outfit rapi sesuai selera outfit favorit,-1,0,0.74412304,True,high
50,"Aku cemas tiap buka dompet, takut nggak cukup duit. Gimana caranya biar nggak panik?",cemas dompet takut cukup duit panik dompet tipis emang khawatir panik henti fakta saldo batas atur syukur makan catat keluar sederhana pilih hemat masak tenang catat keluar sore,-1,0,0.7781843,True,high
52,"Aku stres karena putus sama pacar, rasanya dunia runtuh. Gimana caranya biar nggak lebay?",stres putus pacar runtuh lebay putus sakit bayangin diri naik balon udara hidup putus kecil panjang syukur temen kecil jalan jalan hidup drama rencana seru akhir pekan,-1,0,0.79779154,True,high
54,"Aku perempuan dan sering cemas soal penampilanku, takut dianggap jelek. Gimana caranya biar lebih pede?",perempuan cemas tampil takut anggap jelek pede tekan tampil lelah bangga diri senyum peduli mikir anggap jelek diri pilih baju nyaman temen suportif ingetin outfit favorit,-1,0,0.8054783,True,high
58,Saya merasa pola hidup saya sekarang tidak sehat. Bisakah saya mengubahnya?,pola hidup sehat ubah ubah pola hidup laku alfred adler gaya hidup bentuk sejak usia tahun ubah sengaja arah tuju ubah kecil meditasi scrolling media sosial pola,-1,5,0.7511064,True,high
59,Saya merasa sulit mandiri karena dulu dimanjakan. Bagaimana cara berubah?,sulit mandiri manja ubah mandiri kuat batin alfred adler gaya hidup manja kurang sosial ubah kecil atur jadwal sendiri hasil mandiri bangga kecil bawa ubah tugas sendiri,-1,5,0.79297173,True,high
61,Saya sering merasa harus lindungi diri dari kritik. Bagaimana cara lebih terbuka?,lindung diri kritik peka alfred adler derita neurosis lindung harga diri takut kritik kritik peluang kritik nyata tumbuh teman dekat kritik hadap,-1,1,0.7276395,True,high
65,Saya merasa mundur saat menghadapi masalah. Bagaimana cara maju lagi?,mundur hadap maju mundur manusiawi kuat maju alfred adler moving backward mirip regresi takut gagal hadap kecil tugas tunda raya hasil tuju kecil minggu gerak maju,-1,0,0.73084587,True,high
66,Saya takut gagal jadi sering tidak bertindak. Bagaimana cara lebih proaktif?,takut gagal tindak proaktif takut gagal gerak maju alfred adler standing still hindar cemas tindak kecil ubah laku tadi tunda kirim email hasil kecil ingat mampu tindak kecil,-1,5,0.7810519,True,high
67,Saya sering ragu saat buat keputusan. Bagaimana cara lebih tegas?,ragu putus tegas ragu kuat tegas alfred adler hesitating muncul takut salah putus kecil pilih menu makan percaya kontra putus putus kecil,-1,0,0.74200714,True,high
68,Saya sering bikin alasan untuk hindari tantangan. Bagaimana cara lebih berani?,alas hindar tantang berani jujur diri sendiri berani alfred adler constructing obstacle hindar tantang alas hadap tantang kecil skill anggap salah alas hadap tantang tantang kecil,-1,4,0.6350808,True,high
71,Saya ingin hubungan yang lebih sehat. Bagaimana cara membangunnya?,sehat sehat tunjuk hati erich fromm cinta hilang diri empat unsur cinta peduli hormat erti dengar teman pasang penuh perhati tindak cinta laku kuat,-1,0,0.77220815,True,high
76,Saya kadang manipulatif untuk dapat apa yang saya mau. Bagaimana cara lebih jujur?,manipulatif jujur berani jujur diri sendiri luar erich fromm tipe eksploitatif jujur tulus nyata bicara momen jujur bangga situasi tangan jujur,-1,10,0.7108327,True,high
78,Saya ingin hidup lebih produktif dan bahagia. Bagaimana cara memulainya?,hidup produktif bahagia mula hidup produktif tuju bahagia erich fromm tipe produktif bebas potensi cinta kerja positif aktivitas kreatif volunteering tuju produktif minggu hidup,-1,0,0.724111,True,high
79,Saya ingin hubungan cinta yang lebih dalam. Bagaimana cara membangunnya?,cinta cinta indah erich fromm cinta produktif empat kualitas peduli hormat erti tunjuk peduli dengar pasang teman sepenuh hati tindak cinta laku,-1,0,0.75250256,True,high
82,Kenapa aku merasa sulit membangun hubungan dekat dengan orang lain?,sulit dekat dekat mudah melanie klein pertama pengaruh kecil sederhana teman nyaman,-1,0,0.667799,True,high
88,"Aku suka banget belajar hal baru, tapi kadang merasa nggak berguna. Apa manfaatnya sih?",manfaat tahu kuat butuh kognitif tumbuh arah penasararanmu baca buku kursus hidup arti,-1,0,0.65552014,True,high
89,"Aku bingung bedain mana yang benar dan salah kadang, apa yang bisa bantu?",bedain salah salah sehat batin nilai jelas paling penting jujur diri sendiri sesuai nilai pegang jelas,-1,0,0.7631288,True,high
90,"Aku suka bercanda, tapi takut orang lain tersinggung. Gimana caranya bercanda yang sehat?",canda takut singgung canda sehat canda seru emang hati hati humor sakit canda ringan alam lucu situasi hindar topik sensitif senang,-1,0,0.8034553,True,high
91,"Aku pengen hubungan yang lebih bermakna, tapi nggak tahu caranya. Ada tips?",makna tahu tips makna impi cinta sehat datang saling harga tumbuh komunikasi jujur pasang laku kecil tunjuk perhati harap,-1,0,0.816718,True,high
92,"Aku merasa kebutuhanku beda sama orang lain, apa aku aneh?",butuh aneh aneh sekali butuh butuh makan sayang butuh cocok penuh unik bukan aneh,-1,0,0.6545663,True,high
93,Saya merasa sulit bersosialisasi dan lebih suka sendiri. Bagaimana cara jadi lebih nyaman dengan orang lain?,sulit sosial sendiri nyaman nyaman sendiri turut robert mccrae paul costa extraversion cenderung sosial introvert nikmat interaksi kecil singkat teman dekat acara kecil momen sosial senang ingat laku bicara minggu,-1,10,0.7866527,True,high
95,"Saya ingin lebih energik di acara sosial, tapi merasa canggung. Bagaimana cara meningkatkan energi saya?",energik acara sosial canggung tingkat energi energik keren robert mccrae paul costa ekstrovert energi sosial tinggi siap topik obrol acara film favorit kurang canggung momen sosial senang tambah semangat acara kecil percaya diri,-1,0,0.7643825,True,high
96,Saya takut dianggap tidak menyenangkan. Bagaimana cara jadi lebih mudah didekati?,takut anggap senang mudah dekat sisi senang sinar robert mccrae paul costa agreeableness mudah dekat tunjuk tari senang dekat tindak ramah,-1,0,0.72117484,True,high
97,Saya sering menunda-nunda tugas. Bagaimana cara lebih disiplin?,tunda nunda tugas disiplin tunda manusiawi disiplin robert mccrae paul costa conscientiousness teknik tugas seringkali lanjut tuju kecil tugas,-1,10,0.72487986,True,high
102,Saya ingin lebih kontrol diri sendiri. Bagaimana cara melatihnya?,kontrol diri sendiri kontrol diri keren tuju tumbuh albert bandura atur diri kelola sosial hindar distraksi mati notifikasi ponsel kerja ruang tuju kecil distraksi kurang,-1,0,0.78078043,True,high
104,"Apa itu tak sadar kolektif, dan kenapa saya merasa terhubung dengan hal-hal aneh?",kolektif aneh aneh kolektif waris leluhur pola universal pengaruh kagum laut mitos kolektif perhati aneh,-1,9,0.69195294,True,high
105,"Saya dengar tentang arsetip Jung. Apa itu, dan apa pengaruhnya pada saya?",dengar arsetip pengaruh arsetip pola kuno penasaran keren arsetip pesona shadow pengaruh tindak pesona wajah publik shadow sisi sembunyi kapan topeng depan kenal arsetip paham diri momen sisi diri,-1,13,0.75291467,True,high
108,Saya bingung antara ingin bertemu orang atau menyendiri. Apa yang harus saya lakukan?,sendiri laku tunjuk sedang jajah sisi diri kaya prinsip oposisi pribadi ekstraversi introversi dengar butuh tenang baca buku koneksi teman ngopi pola lama minggu imbang,-1,0,0.84306383,True,high
109,Saya penasaran dengan terapi Jung. Apa yang akan saya alami?,penasaran terapi alami keren terapi terapi empat tahap konfesi eludikasi paham emosi edukasi transformasi versi bayang ruang tumbuh siap jurnal terapi,-1,1,0.756388,True,high
111,Standarku tinggi hingga merasa selalu kurang. Bagaimana menyehatkan ego ideal?,standar tinggi hingga kurang sehat ideal tahan tetap target tahap raya progres kecil idealisme realitas hilang motivasi,-1,0,0.77989584,True,high
112,Aku hidup di lingkungan yang menilai kesuksesan materi. Bagaimana tetap setia pada nilai keseimbangan?,hidup nilai sukses materi tetap setia nilai imbang definisi sukses versi sehat mental kualitas relasi harga nilai rupa dukung sosial jalan,-1,0,0.7680773,True,high
114,Aku pengasuh pengganti. Bisakah bayi tetap merasa aman?,asuh tetap tatap mata lembut tenang sentuh konsisten intim hangat bukan biologis,-1,0,0.7110628,True,high
117,"Apa tanda kontrol diri masih sehat, tidak kaku?",kontrol diri sehat kaku sesuai atur situasi ubah cemas fleksibilitas otonomi sehat,-1,0,0.72687685,True,high
118,Aku minder di tempat kerja baru. Cara cepat membangun kompetensi?,minder tempat kerja cepat kompetensi target mikro capai kecil tambah bukti mampu tingkat percaya diri,-1,10,0.6795596,True,high
119,Aku iri teman cepat paham coding. Bagaimana mengubah iri jadi dorongan positif?,teman cepat paham coding ubah dorong positif peta terampil asai susun rencana minta mentoring aksi bukan banding,-1,6,0.7060763,True,high
121,Bagaimana menjaga self‑care dalam hubungan asmara?,jaga self care asmara jadwal time rutin komunikasi butuh jujur suatu sehat dukung belah pihak kembang,-1,0,0.77674055,True,high
127,Saya tertarik dengan terapi Jung. Apa yang akan saya alami?,terapi alami keren penasaran terapi journey terapi empat tahap konfesi eludikasi paham emosi edukasi transformasi versi bayang ruang dengar tumbuh siap terapi jurnal terapi,-1,1,0.7913238,True,high
133,Saya merasa hubungan saya dipengaruhi stereotip gender. Bagaimana cara membangun hubungan sehat?,pengaruh stereotip gender sehat bijak dinamika karen horney cemas dorong stereotip gender dominasi musuh sehat komunikasi bicara pasang jujur nilai nilai penting saling hormat kecil imbang,-1,10,0.77008915,True,high
135,"Aku sedih banget HP-ku ilang, rasanya dunia runtuh. Gimana caranya biar nggak lebay?",sedih ilang runtuh lebay ilang emang nyesek bayangin temenmu runtuh hidup temen kecil backup data second bukan temen ketawa bareng,-1,0,0.7265003,True,high
137,"Aku nyesel banget pernah drop out dari kuliah, susah melupain. Gimana caranya biar nggak terjebak?",drop kuliah susah melupain jebak putus lama stuck ubah masa bangga kerja lakuin kursus peluang masa ngajarin nentuin masa depan kursus gratis minggu,-1,11,0.774172,True,high
143,Aku jengkel sama tetangga yang judes tiap ketemu. Gimana caranya biar nggak kesel?,jengkel tetangga judes kesel tetangga judes emang bete balas senyum ramah tanyain diri ramah lanjut judes kecil tenang cuaca cerah lakuin sapa sopan kabar ramah kuat sapa tetangga senyum reaksi,-1,6,0.7471369,True,high
146,Aku sakit hati gara-gara dikira miskin gara-gara bajuku sederhana. Gimana caranya biar nggak baper?,sakit hati gara gara miskin gara gara baju sederhana baper miskin enak miskin baju bangga kerja abai omong balas senyum temen harga kata kata baju favorit pede,-1,0,0.7557469,True,high
147,Aku jengkel sama penutup yang kasar di toko. Gimana caranya biar nggak kesel?,jengkel tutup kasar toko kesel tutup kasar bete balas sopan tanyain diri ramah lanjut kasar tenang belanja udah beres ucapin terima senyum senang ramah kuat balas kasar sopan toko reaksi,-1,0,0.6946537,True,high
150,Aku jengkel sama penjaga toko yang judes. Gimana caranya biar nggak kesel?,jengkel jaga toko judes kesel jaga judes bete balas sopan tanyain diri ramah lanjut judes tenang belanja udah beres ucapin terima senyum senang ramah kuat balas judes sopan toko reaksi,-1,0,0.7271222,True,high
151,Aku capek ngadepin tetangga yang selalu gossip. Gimana caranya biar nggak habis energi?,capek ngadepin tetangga gossip habis energi gossip tetangga lelah tanyain diri worth habisin bahagia keluarga rangin tolak sekali semangat nikmat jalan kaki harga lakuin aktivitas seru,-1,0,0.8249907,True,high
152,Aku jengkel sama pelayan restoran yang judes. Gimana caranya biar nggak kesel?,jengkel restoran judes kesel judes bete balas sopan tanyain diri ramah lanjut judes tenang makan enak ucapin terima senyum senang ramah kuat balas judes sopan restoran reaksi,-1,0,0.73886013,True,high
155,Aku sakit hati gara-gara dikira nggak kompeten di kantor. Gimana caranya biar nggak baper?,sakit hati gara gara kompeten kantor baper kompeten enak kompeten kata bangga proyek abai omong balas senyum kolega harga kata kata tugas pede,-1,0,0.7887027,True,high
159,Aku baru balik dari luar negeri dan susah banget adaptasi di sini. Aku sering baper dan cemas. Apa yang bisa aku lakuin?,balik luar negeri susah adaptasi baper cemas lakuin adaptasi tempat emang gampang kultur udah jalanin masak makan favorit temen lama cemas luangin nulis baper atur lokal klub buku olahraga connect berat profesional salah lewatin,-1,0,0.8081054,True,high
160,"Aku sering ngerasa hidupku penuh kebetulan buruk, kayak apes mulu. Gimana caranya biar nggak merasa gitu?",ngerasa hidup penuh betul apes mulu tahu apes tubi tubi adil hidup situ syukur temen curhat lakuin rencana kecil kendali kuat positif,-1,0,0.7832517,True,high
161,"Aku takut kencan pertamaku awkward, apalagi aku nggak pinter ngobrol. Gimana caranya biar lebih santai?",takut kencan pertama awkward pinter santai kencan pertama degan ngerasa jago siapin siapin simpel film seru senyum ingat kontrol reaksi diri nikmat obrol santai,-1,0,0.8514929,True,high
162,Aku masih nyesel sama pilihan kuliahku dulu. Gimana caranya biar nggak stuck di masa lalu?,pilih kuliah stuck masa pilih masa berat tahu pilih udah diri kerja berani lakuin kursus rencana karir ingat masa nentuin masa depan move,-1,2,0.7495861,True,high
165,"Bisnisku lagi sepi, aku takut bangkrut. Gimana caranya biar nggak panik terus?",bisnis sepi takut bangkrut panik terus tahu bisnis sepi khawatir laku tingkatin kualitas produk promosi langgan lama udah capai bisnis langgan setia produk bangga ingat hasil bisnis sepenuh tangan usaha harga luangin istirahat denger musik kuat promosi minggu,-1,0,0.81324065,True,high
167,Aku takut dikira jelek kalau nggak ikut tren fashion. Gimana caranya biar lebih pede sama gaya sendiri?,takut jelek tren fashion pede gaya sendiri tahu tekan tren nyaman gaya nyaman favorit laku pilih baju pede tren ingat opini opini bukan fakta diri luangin happy denger musik udah keren tunjukin gaya asli,-1,0,0.808558,True,high
169,Aku selalu takut nggak diterima temen kalau nggak ikut gaya mereka. Gimana caranya biar lebih bebas jadi diri sendiri?,takut terima temen gaya bebas diri sendiri tahu takut terima capek unik selera musik laku pilih gaya nyaman temen suportif ingat perlu gaya harga luangin neng tunjukin diri asli,-1,0,0.84376,True,high
173,Apa itu pola pikir 3P dan mengapa itu merusak?,pola rusak pola jebak sulit bangkit musibah pertama personalization salah diri sendiri sepenuh padahal faktor luar kendali pervasiveness gagal rusak aspek hidup permanence yakin derita abadi pola rusak ubah solusi situasi sebut,-1,0,0.77647334,True,high
177,Saya baru saja gagal dalam proyek besar. Saya merasa stuck. Apa yang bisa saya lakukan?,gagal proyek stuck laku gagal proyek jatuh tangga tinggi dengar halang jalan ubah pandang gagal dekat bayang gagal plot twist film bawa arah keren detail proyek stuck gali bareng jalan temuin,-1,9,0.75671506,True,high
180,Saya merasa karir saya mentok dan nggak tahu harus apa. Bagaimana cara saya melihat ini sebagai peluang?,karir mentok tahu peluang karir mentok nyangkut simpang peluang ubah pandang skill situasi jalur kursus networking bayang plot twist hidup jalan keren karirmu mentok gali peluang bareng,-1,0,0.7426677,True,high
182,Mengapa pendidikan untuk anak laki-laki dan perempuan harus setara?,didik anak laki laki perempuan tara didik anak laki laki perempuan tara mampu nalar kreativitas potensi kembang beri didik tara kembang kebaji jujur tangguh batas stereotip gender capai potensi penuh individu,-1,6,0.66449654,True,high
184,Saya merasa nggak bisa apa-apa soal masalah besar seperti polusi. Apa yang bisa saya lakukan biar nggak hopeless?,polusi laku hopeless paham polusi kecil daya kendali polusi sendiri kecil bareng ubah sederhana botol reusable daur ulang aksi kecil bareng padu hopeless kecil,-1,5,0.72783875,True,high
186,Saya merasa perubahan iklim terlalu besar untuk diatasi. Bagaimana cara tetap optimis?,ubah iklim terlalu tetap optimis tahu ubah iklim raksasa kerdil stoisisme kerja kendali gabung lokal ngadain pantai kurang karbon naik sepeda optimisme datang aksi bareng temen pesimis semangat bumi sejuk,-1,0,0.78701276,True,high
190,"Saya lihat tetangga didiskriminasi karena beda suku, tapi takut ikut campur. Bagaimana cara bantu tanpa konflik?",tetangga diskriminasi suku takut campur konflik tahu tetangga diskriminasi hati tenang takut konflik ragu puisi niemoller diam risiko halus tetangga tunjukin peduli lapor diskriminasi sebut nama kecil tanam benih damai tetangga diskriminasi,-1,6,0.74755615,True,high
219,"Aku merasa tertekan karena harus ikut norma temen-temenku, padahal nggak nyaman. Gimana caranya aku tetap jadi diri sendiri?",tekan norma temen temenku padahal nyaman tetap diri sendiri tekan norma temen sesak diri sendiri psikologi norma sosial lupa identitas tetap batas sopan cukup tetap lakuin norma nyaman imbang,-1,0,0.7521629,True,high
220,"Aku sering bingung ngerti situasi sosial, kayak nggak lihat gambaran besarnya. Gimana caranya biar aku lebih paham konteks?",situasi sosial paham konteks situasi sosial puzzle pusing psikologi otak teori gestalt acara sosial siapa suasana tuju acara catat tunjuk senyum topik obrol paham konteks situasi sosial pola seluruh,-1,10,0.788672,True,high
224,"Aku sering coba bercanda pas berantem sama temen, tapi malah bikin dia kesel. Gimana caranya pakai humor yang bener?",canda antem temen malah kesel humor canda antem tengah badai kunci humor ringan nyakitin ribut telat nyengir film drama plot twist telat hindar ejek suasana udah reda ketawa empati serius dengerin momen canda gagal humor,-1,0,0.7491473,True,high
241,"Kalau aku nggak kerja keras, aku takut nggak dihargai. Apa iya gitu?",kerja takut harga harga kualitas konsistensi ketimbang kerja arah bicarain harap overthinking,-1,4,0.77272904,True,high
242,Kadang aku merasa semua masalahku besar banget. Aku harus ngapain biar nggak tenggelam di pikiran ini?,tenggelam tahu gunung kecil ngeliat bayangin ingat minta berat,-1,11,0.69093275,True,high
243,"Aku ngerasa orang lain harus selalu bantu aku, karena aku juga bantu mereka. Itu adil, kan?",ngerasa adil ngerasa adil situasi balas harap balas neng contoh situasi,-1,0,0.7178234,True,high
244,"Aku ngerasa orang di kantor harus lebih sopan sama aku. Aku harus ngomong gitu ke mereka, kan?",ngerasa kantor sopan ngomong paham hormat langsung sopan malah suasana tegang tunjukin sikap sopan santai nyaman situasi kesel,-1,0,0.7621212,True,high
245,"Aku ngerasa hidupku cuma buat bertahan, nggak buat berkembang. Gimana caranya biar nggak gitu?",ngerasa hidup tahan kembang jalan tempat kecil kembang kecil,-1,5,0.75733715,True,high
246,"Kalau aku nggak suka sama seseorang, apa aku harus tetep deket sama dia?",deket nyaman jarak kata diri sendiri cocok harga nyaman,-1,0,0.74213743,True,high
249,"Aku merasa hidupku penuh drama, tiap hari ada aja masalah. Aku harus gimana?",hidup penuh drama naik roller coaster hidup penuh drama paling ngelarin kecil beban ringan,-1,11,0.70153344,True,high
252,Aku suka bohong biar orang suka sama aku. Apa ini salah?,bohong salah terima bohong bukan psikologi nunjukin usaha ngejaga image lama lama capek sendiri salah jujur ngerasa bohong dengerin,-1,2,0.7410356,True,high
254,"Aku sering merasa sendiri, meskipun ada orang di sekitarku. Kenapa ya aku begini?",sendiri begini sendiri muncul utama emosional tahu hangat saling percaya penting sehat mental obrol percaya temen hati hati,-1,0,0.85253775,True,high
255,"Aku suka menyendiri, tapi orang bilang itu nggak sehat. Apa bener gitu?",sendiri sehat sendiri recharge energi isolasi sedih perlu imbang sehat mental sosial dukung nyaman sendiri connect,-1,0,0.8171821,True,high
256,Aku merasa nggak punya kontrol atas hidupku. Apa yang salah sama aku?,kontrol hidup salah salah kontrol datang tekan luar situasi hidup ekspektasi kecil atur putus sederhana daya kecil kendali,-1,0,0.75662553,True,high
257,"Aku nggak suka ngobrol sama orang lain, apa itu berarti aku nggak sehat secara mental?",arti sehat mental otomatis arti sehat preferensi sosial isolasi sedih koneksi kecil chat temen nyaman,-1,0,0.7839353,True,high
258,"Aku suka mikir yang nggak-nggak, kayak takut penyakit aneh. Apa ini gangguan mental?",mikir takut sakit aneh ganggu mental takut sakit aneh cemas mirip ganggu obsesif kompulsif terlalu ganggu langsung arti ganggu mental serius penting tahu berapa muncul takut dengerin,-1,8,0.82498944,True,high
262,Aku ngerasa orang-orang benci aku karena kulitku gelap. Apa aku harus pindah aja?,ngerasa benci kulit gelap pindah berat ngerasa benci ubah rasisme sumber stres bukan salah pindah bukan solusi pikirin hadap situasi ngerasa benci dengerin,-1,0,0.7670613,True,high
263,Aku ngerasa takut kena teroris pas di tempat umum. Apa ini cuma aku?,ngerasa takut kena teroris tempat umum sendiri takut terorisme nyata takut cemas takut tempat umum pikirin ngurangin cemas,-1,7,0.7478905,True,high
264,"Kadang aku ngerasa sendirian banget, meskipun banyak orang di sekitarku. Apa ini normal?",ngerasa sendiri emosional kurang dukung sosial harga cinta hati hati nemenin,-1,0,0.7853985,True,high
265,"Aku ga punya banyak temen, apa itu bikin aku gampang depresi?",temen gampang depresi kurang temen dukung sosial ningkatin risiko depresi butuh koneksi ngerasa temen bukan arti bahagia deket,-1,0,0.7665224,True,high
266,"Aku merasa stres banget di kerjaan, rasanya nggak punya kendali atas apa yang aku lakukan. Apa yang bisa aku lakukan?",stres kerja kendali laku laku kendali kerja stres detail kendali pikirin kecil minta jelas tugas atur kerja terlalu tekan berat dukung profesional,-1,0,0.7989764,True,high
268,Kenapa aku merasa nggak bisa sukses kayak orang lain? Apa karena aku punya fobia sosial?,sukses fobia sosial paham fobia sosial batas sulit interaksi wawancara kerja networking penting sukses fobia sosial tetap capai tuju strategi tepat terapi sosial kecil kecil kecil ngatasin fobia situ,-1,12,0.7551074,True,high
269,Aku merasa nggak bisa apa-apa karena aku cuma lulusan SMA. Apa ini bikin aku gampang stres?,lulus gampang stres dengar minder didik rendah rentan stres peluang kerja batas latar belakang rupa sukses semangat strategi pikirin lakuin akses ahli bangga,-1,0,0.8109835,True,high
270,Aku merasa nggak bisa ngapa-ngapain karena lingkunganku toxic. Apa aku salah?,toxic salah salah berat penuh tekan dukung jebak kecil lindung diri diri sendiri temen percaya tempat,-1,0,0.84562445,True,high
271,Aku merasa nggak bisa sukses karena aku nggak pinter. Bener nggak sih itu?,sukses pinter dengar rendah diri sukses pintar sekolah sukses kerja tahan koneksi tepat tahu kuat situ bagus,-1,2,0.7973827,True,high
272,Aku ngerasa nggak punya masa depan karena aku nggak sekolah tinggi. Apa bener gitu?,ngerasa masa depan sekolah tinggi khawatir didik tinggi bukan jalan masa depan hasil terampil alam semangat tahu kembang situ,-1,2,0.75543463,True,high
273,"Aku nggak suka ngomong sama orang lain, apa aku aneh?",ngomong aneh aneh nyaman sosial sendiri cemas sosial interaksi kecil senyum tetangga ganggu nyaman,-1,0,0.80760324,True,high
274,"Aku merasa nggak punya kendali atas hidupku, Emilia. Semuanya kacau.",kendali hidup kacau overwhelming luar kendali dengerin kecil atur jadwal sederhana pilih tugas kecil kuasa turut,-1,5,0.72453725,True,high
275,Aku pengen banget jadi sempurna di mata orang lain. Apa salah kalau aku berusaha keras buat itu?,sempurna mata salah usaha kejar sempurna lelah sempurna diri sendiri bahagia bukan lanjut,-1,0,0.7584533,True,high
